"CHROM","BIN_START","TajD_Europe","pi_Europe"
"NC_058194.1",730000,-0.040547,NA
"NC_058194.1",730001,NA,3.22894e-05
"NC_058194.1",740000,NA,NA
"NC_058194.1",750000,-1.43724,NA
"NC_058194.1",750001,NA,1.73215e-05
"NC_058194.1",760000,-1.23856,NA
"NC_058194.1",760001,NA,2.65689e-05
"NC_058194.1",770000,-0.9909,NA
"NC_058194.1",770001,NA,1.19127e-05
"NC_058194.1",780000,-1.02528,NA
"NC_058194.1",780001,NA,6.9025e-05
"NC_058194.1",790000,-0.562389,NA
"NC_058194.1",790001,NA,7.31474e-06
"NC_058194.1",800000,-1.36699,NA
"NC_058194.1",800001,NA,3.9187e-06
"NC_058194.1",810000,NA,NA
"NC_058194.1",820000,NA,NA
"NC_058194.1",830000,NA,NA
"NC_058194.1",840000,NA,NA
"NC_058194.1",850000,NA,NA
"NC_058194.1",860000,NA,NA
"NC_058194.1",870000,NA,NA
"NC_058194.1",880000,-1.36829,NA
"NC_058194.1",880001,NA,1.15996e-05
"NC_058194.1",890000,-0.89107,NA
"NC_058194.1",890001,NA,4.17978e-06
"NC_058194.1",900000,-0.973192,NA
"NC_058194.1",900001,NA,1.15993e-05
"NC_058194.1",910000,-1.08257,NA
"NC_058194.1",910001,NA,9.74441e-06
"NC_058194.1",920000,-1.16495,NA
"NC_058194.1",920001,NA,1.82611e-05
"NC_058194.1",930000,NA,NA
"NC_058194.1",940000,NA,NA
"NC_058194.1",950000,NA,NA
"NC_058194.1",960000,NA,NA
"NC_058194.1",970000,NA,NA
"NC_058194.1",980000,NA,NA
"NC_058194.1",990000,NA,NA
"NC_058194.1",1000000,NA,NA
"NC_058194.1",1010000,NA,NA
"NC_058194.1",1020000,NA,NA
"NC_058194.1",1030000,-0.8841,NA
"NC_058194.1",1030001,NA,4.07531e-06
"NC_058194.1",1040000,NA,NA
"NC_058194.1",1050000,NA,NA
"NC_058194.1",1060000,NA,NA
"NC_058194.1",1070000,NA,NA
"NC_058194.1",1080000,NA,NA
"NC_058194.1",1090000,NA,NA
"NC_058194.1",1100000,NA,NA
"NC_058194.1",1110000,0.489033,NA
"NC_058194.1",1110001,NA,4.07802e-05
"NC_058194.1",1120000,NA,NA
"NC_058194.1",1130000,NA,NA
"NC_058194.1",1140000,NA,NA
"NC_058194.1",1150000,-0.32344,NA
"NC_058194.1",1150001,NA,1.12855e-05
"NC_058194.1",1160000,NA,NA
"NC_058194.1",1170000,NA,NA
"NC_058194.1",1180000,NA,NA
"NC_058194.1",1190000,NA,NA
"NC_058194.1",1200000,NA,NA
"NC_058194.1",1210000,NA,NA
"NC_058194.1",1220000,NA,NA
"NC_058194.1",1230000,NA,NA
"NC_058194.1",1240000,NA,NA
"NC_058194.1",1250000,NA,NA
"NC_058194.1",1260000,NA,NA
"NC_058194.1",1270000,NA,NA
"NC_058194.1",1280000,NA,NA
"NC_058194.1",1290000,NA,NA
"NC_058194.1",1300000,NA,NA
"NC_058194.1",1310000,NA,NA
"NC_058194.1",1320000,NA,NA
"NC_058194.1",1330000,NA,NA
"NC_058194.1",1340000,NA,NA
"NC_058194.1",1350000,NA,NA
"NC_058194.1",1360000,NA,NA
"NC_058194.1",1370000,NA,NA
"NC_058194.1",1380000,NA,NA
"NC_058194.1",1390000,NA,NA
"NC_058194.1",1400000,NA,NA
"NC_058194.1",1410000,NA,NA
"NC_058194.1",1420000,NA,NA
"NC_058194.1",1430000,NA,NA
"NC_058194.1",1440000,NA,NA
"NC_058194.1",1450000,NA,NA
"NC_058194.1",1460000,NA,NA
"NC_058194.1",1470000,NA,NA
"NC_058194.1",1480000,NA,NA
"NC_058194.1",1490000,NA,NA
"NC_058194.1",1500000,NA,NA
"NC_058194.1",1510000,NA,NA
"NC_058194.1",1520000,NA,NA
"NC_058194.1",1530000,NA,NA
"NC_058194.1",1540000,NA,NA
"NC_058194.1",1550000,NA,NA
"NC_058194.1",1560000,NA,NA
"NC_058194.1",1570000,NA,NA
"NC_058194.1",1580000,NA,NA
"NC_058194.1",1590000,NA,NA
"NC_058194.1",1600000,NA,NA
"NC_058194.1",1610000,NA,NA
"NC_058194.1",1620000,NA,NA
"NC_058194.1",1630000,NA,NA
"NC_058194.1",1640000,NA,NA
"NC_058194.1",1650000,NA,NA
"NC_058194.1",1660000,NA,NA
"NC_058194.1",1670000,NA,NA
"NC_058194.1",1680000,NA,NA
"NC_058194.1",1690000,NA,NA
"NC_058194.1",1700000,NA,NA
"NC_058194.1",1710000,NA,NA
"NC_058194.1",1720000,NA,NA
"NC_058194.1",1730000,NA,NA
"NC_058194.1",1740000,NA,NA
"NC_058194.1",1750000,NA,NA
"NC_058194.1",1760000,NA,NA
"NC_058194.1",1770000,NA,NA
"NC_058194.1",1780000,NA,NA
"NC_058194.1",1790000,NA,NA
"NC_058194.1",1800000,NA,NA
