"CHROM","BIN_START","FST_Eur_Asia","FST_Eur_NA","FST_Asia_NA"
"NC_058195.1",1,0.00480034,0.0284897,-0.0574203
"NC_058195.1",5001,0.182317,0.0266503,0.167713
"NC_058195.1",10001,0.559039,0.00142399,0.538783
"NC_058195.1",15001,0.310297,0.0217266,0.26342
"NC_058195.1",20001,0.359593,-0.00457758,0.361664
"NC_058195.1",25001,0.306849,0.00180513,0.268893
"NC_058195.1",30001,0.353899,0.0002166,0.259228
"NC_058195.1",35001,0.284676,0.00428612,0.22102
"NC_058195.1",40001,0.226887,0.00569045,0.315038
"NC_058195.1",45001,0.228765,0.0139996,0.281351
"NC_058195.1",50001,0.202391,0.00999404,0.304602
"NC_058195.1",55001,0.141729,0.0180394,0.235243
"NC_058195.1",60001,0.0319648,-0.000706286,0.0231982
"NC_058195.1",65001,0.0643213,0.00322933,0.0477906
"NC_058195.1",70001,0.0327937,-0.00117166,0.0464671
"NC_058195.1",75001,0.0814422,0.00278611,0.0909953
"NC_058195.1",80001,0.179958,0.00285128,0.19825
"NC_058195.1",85001,0.0571195,0.00527452,0.0468484
"NC_058195.1",90001,0.0299071,0.00691638,0.0700431
"NC_058195.1",95001,0.116374,0.00483974,0.0942367
"NC_058195.1",100001,0.0291623,0.0157894,0.0144354
"NC_058195.1",105001,0.110284,0.00698957,0.0542332
"NC_058195.1",115001,-0.00153813,0.0135771,0.0256893
"NC_058195.1",120001,-0.0339528,0.0295083,-0.00164757
"NC_058195.1",125001,0.0339458,0.0124398,0.00916659
"NC_058195.1",130001,0.091144,0.0153592,0.0873967
"NC_058195.1",135001,0.0163383,0.00887763,0.00606766
"NC_058195.1",140001,0.0336224,0.0104475,0.0271338
"NC_058195.1",145001,0.0376956,0.0134327,0.0399871
"NC_058195.1",150001,0.0236508,0.00313693,0.00673822
"NC_058195.1",155001,0.0819595,0.00413683,0.0601341
"NC_058195.1",160001,0.00894327,0.00602448,0.0237689
"NC_058195.1",165001,0.0934485,0.0112705,0.0951805
"NC_058195.1",170001,0.0887216,0.00833493,0.119254
"NC_058195.1",175001,0.0301501,0.0213942,0.0644721
"NC_058195.1",180001,0.101307,0.00725928,0.0736644
"NC_058195.1",185001,0.00448528,-0.00730001,0.0115963
"NC_058195.1",190001,0.125801,0.0163196,0.0716207
"NC_058195.1",195001,-0.00773584,0.0177194,0.0130404
"NC_058195.1",200001,0.017123,0.00327648,0.0155997
"NC_058195.1",205001,0.020158,0.00730657,0.0550918
"NC_058195.1",210001,0.0374044,0.00237039,0.0531787
"NC_058195.1",215001,0.0418362,0.00926387,0.0492012
"NC_058195.1",220001,0.0742978,0.0199785,0.0832204
"NC_058195.1",225001,0.0757354,0.0203147,0.108015
"NC_058195.1",230001,0.147721,0.00264896,0.136132
"NC_058195.1",235001,0.170197,0.0111097,0.10582
"NC_058195.1",240001,0.284117,0.0162835,0.330044
"NC_058195.1",245001,0.0990687,0.0140965,0.093806
"NC_058195.1",250001,0.0813806,0.00599052,0.0946762
"NC_058195.1",255001,0.0691717,0.00960225,0.0617389
"NC_058195.1",260001,0.420685,0.00147567,0.472483
"NC_058195.1",265001,0.0928996,0.00585441,0.0569577
"NC_058195.1",270001,0.0574275,0.00294319,0.0425202
"NC_058195.1",275001,0.113352,0.00910036,0.088608
"NC_058195.1",280001,0.145286,0.0118186,0.199174
"NC_058195.1",285001,0.0542314,0.00979039,0.0797977
"NC_058195.1",290001,0.0531581,0.00590401,0.0572093
"NC_058195.1",295001,0.0990287,0.00353692,0.0655672
"NC_058195.1",300001,0.218709,0.0147676,0.212773
"NC_058195.1",305001,0.0565158,0.0114926,0.0625424
"NC_058195.1",310001,0.0232592,0.0233376,0.0494388
"NC_058195.1",315001,-0.00261314,0.0275947,0.0353975
"NC_058195.1",320001,0.0631609,0.0113527,0.0451895
"NC_058195.1",325001,0.0522022,0.0256455,0.0411547
"NC_058195.1",330001,0.0763017,0.0121821,0.0684189
"NC_058195.1",335001,0.115281,0.0190054,0.0840052
"NC_058195.1",340001,0.0229966,0.0115879,0.0351228
"NC_058195.1",345001,0.0176176,0.0146865,0.0500054
"NC_058195.1",350001,0.0102714,0.0236774,0.0399821
"NC_058195.1",355001,0.0174831,0.0136212,0.0472454
"NC_058195.1",360001,0.0355628,0.00891716,0.051896
"NC_058195.1",365001,0.0435849,0.0183947,0.0934582
"NC_058195.1",370001,-0.00553927,0.0115415,0.00167797
"NC_058195.1",375001,-0.00821636,0.00840288,-0.00441559
"NC_058195.1",380001,-0.0225535,0.00403149,-0.0041892
"NC_058195.1",385001,0.101463,0.0175928,0.116672
"NC_058195.1",390001,-0.0070577,0.0130964,-0.0159461
"NC_058195.1",395001,0.0695877,0.0186881,0.0758418
"NC_058195.1",400001,0.0350995,0.011777,0.0573632
"NC_058195.1",405001,0.033771,0.0292341,0.0107603
"NC_058195.1",410001,0.0433323,0.00880717,0.0766438
"NC_058195.1",415001,0.00302085,0.00999191,0.022018
"NC_058195.1",420001,-0.0020873,0.0117421,0.0250754
"NC_058195.1",425001,0.0632556,0.0183433,0.0909205
"NC_058195.1",430001,0.250542,-0.00904097,0.2934
"NC_058195.1",435001,0.0439816,0.0109176,0.0802458
"NC_058195.1",440001,0.0117685,0.0075586,0.0537925
"NC_058195.1",445001,0.0569763,0.0107092,0.0815654
"NC_058195.1",450001,-0.0616592,0.00856513,-0.0304579
"NC_058195.1",455001,0.129385,0.0147484,0.175393
"NC_058195.1",460001,0.0220201,0.00750793,0.0349705
"NC_058195.1",465001,0.0284006,-0.000922894,0.0416795
"NC_058195.1",470001,0.0344942,0.00684455,0.0575138
"NC_058195.1",475001,0.0301813,0.0108504,0.0688867
"NC_058195.1",480001,0.0228383,0.01785,0.0804682
"NC_058195.1",485001,0.0595052,0.00782379,0.0384913
"NC_058195.1",490001,0.0381772,0.00838185,0.0369639
"NC_058195.1",495001,-0.00419249,0.00786545,-0.00787725
"NC_058195.1",500001,0.016449,0.00582175,0.0101212
"NC_058195.1",505001,-0.00140459,0.000801381,-0.00510609
"NC_058195.1",510001,0.0783312,0.00599605,0.126022
"NC_058195.1",515001,0.0363126,0.00261665,0.0306733
"NC_058195.1",520001,0.0220557,0.00597922,0.0512226
"NC_058195.1",525001,0.0250254,-0.00584121,0.0118615
"NC_058195.1",530001,0.0404175,0.00461345,0.0641358
"NC_058195.1",535001,0.0597527,0.00350079,0.104224
"NC_058195.1",540001,0.0305056,0.0107158,0.0527651
"NC_058195.1",545001,0.0120177,0.00459969,0.0183913
"NC_058195.1",550001,0.0196118,0.00784061,-0.0156028
"NC_058195.1",555001,0.0203694,0.00799139,0.058106
"NC_058195.1",560001,-0.00630784,0.0147481,-0.0274537
"NC_058195.1",565001,0.0433241,0.0185411,0.026992
"NC_058195.1",570001,0.0534705,-0.0026773,0.067241
"NC_058195.1",575001,0.0154188,0.0172136,0.00725024
"NC_058195.1",580001,-0.0243738,0.00516588,-0.0117024
"NC_058195.1",585001,0.0471236,0.0230989,0.0918513
"NC_058195.1",590001,0.022768,0.0261604,0.0264235
"NC_058195.1",595001,0.0429069,0.00734895,0.0170313
"NC_058195.1",600001,0.00711404,0.00815548,0.000421456
"NC_058195.1",605001,0.0283718,0.00867939,0.0350806
"NC_058195.1",610001,0.152555,0.0196595,0.122114
