"CHROM","BIN_START","FST_Eur_Asia","FST_Eur_NA","FST_Asia_NA"
"NC_058189.1",10001,0.0869277,-0.00231608,0.0803484
"NC_058189.1",15001,0.13874,0.024979,0.201014
"NC_058189.1",20001,0.0927764,0.016565,0.100311
"NC_058189.1",25001,-0.0593789,0.00904497,-0.0484491
"NC_058189.1",30001,0.194193,0.00989997,0.162074
"NC_058189.1",35001,0.126119,0.0199288,0.141512
"NC_058189.1",40001,0.091929,0.00341059,0.0208739
"NC_058189.1",45001,0.296521,0.00734904,0.33145
"NC_058189.1",50001,0.0735251,-0.00247342,0.0740751
"NC_058189.1",55001,0.147128,0.00716613,0.169202
"NC_058189.1",60001,0.142537,0.00866027,0.16838
"NC_058189.1",65001,0.106139,0.00579991,0.0498688
"NC_058189.1",70001,-0.0119674,5.64541e-05,-0.0110626
"NC_058189.1",75001,-0.00419384,0.0172034,0.0279901
"NC_058189.1",80001,0.152909,0.000251213,0.144447
"NC_058189.1",85001,0.113422,-0.000124595,0.144455
"NC_058189.1",90001,0.209522,0.0229304,0.176674
"NC_058189.1",95001,0.0279846,0.0124817,0.0892665
"NC_058189.1",100001,-0.0179816,0.0263184,0.0206899
"NC_058189.1",105001,-0.0141626,0.0154441,-0.0133534
"NC_058189.1",110001,0.00939047,0.00325882,0.0447072
"NC_058189.1",115001,-0.0225111,0.00784494,-0.065917
"NC_058189.1",120001,0.120303,0.0111026,0.116046
"NC_058189.1",125001,0.46186,-0.00245782,0.487056
"NC_058189.1",130001,0.459982,0.0220143,0.39686
"NC_058189.1",135001,0.0304847,0.00776453,0.0162901
"NC_058189.1",140001,0.0771404,0.0282708,0.0263559
"NC_058189.1",145001,0.0541889,0.0418074,-0.0104267
"NC_058189.1",150001,0.0324765,0.0227351,-0.0203058
"NC_058189.1",155001,0.0233568,0.0295521,-0.0183366
"NC_058189.1",160001,0.0541198,0.0126329,0.0432895
"NC_058189.1",165001,0.0541013,0.0141137,-0.00290249
"NC_058189.1",170001,-0.0404343,0.0142192,-0.0465396
"NC_058189.1",175001,0.0134526,0.035542,0.0166422
"NC_058189.1",180001,-0.0279819,0.0060628,-0.0434525
"NC_058189.1",185001,-0.0171545,0.0145831,-0.00239503
"NC_058189.1",190001,0.05001,0.0332232,-0.0368559
"NC_058189.1",195001,0.0324757,0.0228735,-0.048581
"NC_058189.1",200001,0.221324,0.0503663,-0.0797925
"NC_058189.1",205001,-0.0736529,-0.00454774,-0.0916476
"NC_058189.1",210001,0.0955708,0.0013642,0.0392146
"NC_058189.1",215001,0.02388,0.00929502,0.00752618
"NC_058189.1",220001,-0.0209829,0.0302203,-0.0464561
"NC_058189.1",225001,-0.0523407,-0.00863978,-0.0697357
"NC_058189.1",230001,0.0966761,0.056472,-0.00941192
"NC_058189.1",235001,NA,0.0479158,-0.0586148
"NC_058189.1",240001,-0.0731106,0.0471874,-0.091498
"NC_058189.1",245001,-0.020562,-0.000578718,-0.0103594
"NC_058189.1",250001,-0.0161685,0.0128376,0.0232259
"NC_058189.1",260001,-0.0724864,0.0485953,-0.0417905
"NC_058189.1",265001,-0.03335,0.0128613,-0.057302
"NC_058189.1",270001,0.036252,0.0486374,-0.0294792
"NC_058189.1",275001,-0.0699055,0.000348066,-0.0415965
"NC_058189.1",290001,-5.42387e-05,-0.00715947,-0.012979
"NC_058189.1",295001,-0.017541,0.0221678,-0.05857
"NC_058189.1",315001,0.0504157,0.0465081,-0.0291105
"NC_058189.1",320001,-0.0005118,0.0206606,0.0515155
"NC_058189.1",325001,0.000747224,0.0262761,-0.038723
"NC_058189.1",330001,-0.0412019,0.0212674,0.0509502
"NC_058189.1",385001,-0.0486583,0.0577326,-0.0676422
"NC_058189.1",410001,0.205903,0.0403177,0.00334582
"NC_058189.1",440001,0.593354,-0.0127914,0.56065
"NC_058189.1",455001,-0.00790638,0.00842535,0.0668391
"NC_058189.1",460001,-0.0986612,0.0123038,-0.0916468
"NC_058189.1",465001,0.0609805,0.0346986,0.00916695
"NC_058189.1",470001,-0.0638435,-0.00138576,-0.0360342
"NC_058189.1",480001,-0.019664,-0.0131231,0.0591115
