"CHROM","BIN_START","TajD_Europe","pi_Europe"
"NC_058197.1",40000,-1.07727,NA
"NC_058197.1",40001,NA,9.84891e-06
"NC_058197.1",50000,-0.512291,NA
"NC_058197.1",50001,NA,0.000100485
"NC_058197.1",60000,NA,NA
"NC_058197.1",70000,NA,NA
"NC_058197.1",80000,NA,NA
"NC_058197.1",90000,-0.195527,NA
"NC_058197.1",90001,NA,6.14191e-05
"NC_058197.1",100000,NA,NA
"NC_058197.1",110000,-1.09474,NA
"NC_058197.1",110001,NA,1.95413e-05
"NC_058197.1",120000,NA,NA
"NC_058197.1",130000,NA,NA
"NC_058197.1",140000,NA,NA
"NC_058197.1",150000,NA,NA
"NC_058197.1",160000,NA,NA
"NC_058197.1",170000,NA,NA
"NC_058197.1",180000,NA,NA
"NC_058197.1",190000,NA,NA
"NC_058197.1",200000,NA,NA
"NC_058197.1",210000,NA,NA
"NC_058197.1",220000,NA,NA
"NC_058197.1",230000,-1.14489,NA
"NC_058197.1",230001,NA,1.6903e-05
"NC_058197.1",240000,NA,NA
"NC_058197.1",250000,-1.025,NA
"NC_058197.1",250001,NA,2.01154e-06
"NC_058197.1",260000,NA,NA
"NC_058197.1",270000,-1.02876,NA
"NC_058197.1",270001,NA,2.06378e-06
"NC_058197.1",280000,NA,NA
"NC_058197.1",290000,NA,NA
"NC_058197.1",300000,NA,NA
"NC_058197.1",310000,NA,NA
"NC_058197.1",320000,NA,NA
"NC_058197.1",330000,NA,NA
"NC_058197.1",340000,NA,NA
"NC_058197.1",350000,NA,NA
"NC_058197.1",360000,NA,NA
"NC_058197.1",370000,NA,NA
"NC_058197.1",380000,NA,NA
"NC_058197.1",390000,NA,NA
"NC_058197.1",400000,NA,NA
"NC_058197.1",410000,NA,NA
"NC_058197.1",420000,NA,NA
"NC_058197.1",430000,NA,NA
"NC_058197.1",440000,NA,NA
"NC_058197.1",450000,NA,NA
"NC_058197.1",460000,NA,NA
"NC_058197.1",470000,NA,NA
"NC_058197.1",480000,NA,NA
"NC_058197.1",490000,NA,NA
"NC_058197.1",500000,-1.07283,NA
"NC_058197.1",500001,NA,9.53545e-06
"NC_058197.1",510000,NA,NA
"NC_058197.1",520000,NA,NA
"NC_058197.1",530000,NA,NA
"NC_058197.1",540000,NA,NA
"NC_058197.1",550000,NA,NA
"NC_058197.1",560000,NA,NA
"NC_058197.1",570000,NA,NA
"NC_058197.1",580000,NA,NA
"NC_058197.1",590000,NA,NA
"NC_058197.1",600000,NA,NA
"NC_058197.1",610000,NA,NA
"NC_058197.1",620000,NA,NA
"NC_058197.1",630000,NA,NA
"NC_058197.1",640000,NA,NA
"NC_058197.1",650000,NA,NA
"NC_058197.1",660000,NA,NA
"NC_058197.1",670000,NA,NA
"NC_058197.1",680000,NA,NA
"NC_058197.1",690000,NA,NA
"NC_058197.1",700000,NA,NA
"NC_058197.1",710000,NA,NA
"NC_058197.1",720000,NA,NA
"NC_058197.1",730000,NA,NA
"NC_058197.1",740000,NA,NA
"NC_058197.1",750000,NA,NA
"NC_058197.1",760000,NA,NA
"NC_058197.1",770000,-0.558306,NA
"NC_058197.1",770001,NA,2.02986e-05
"NC_058197.1",780000,NA,NA
"NC_058197.1",790000,NA,NA
"NC_058197.1",800000,NA,NA
"NC_058197.1",810000,NA,NA
"NC_058197.1",820000,NA,NA
