"CHROM","BIN_START","TajD_Europe","pi_Europe"
"NC_058190.1",90000,1.82034,NA
"NC_058190.1",90001,NA,3.76185e-05
"NC_058190.1",100000,0.335331,NA
"NC_058190.1",100001,NA,0.000952112
"NC_058190.1",110000,0.138334,NA
"NC_058190.1",110001,NA,0.00188457
"NC_058190.1",120000,-0.519444,NA
"NC_058190.1",120001,NA,0.000528219
"NC_058190.1",130000,0.413205,NA
"NC_058190.1",130001,NA,0.000898218
"NC_058190.1",140000,-0.653262,NA
"NC_058190.1",140001,NA,0.000715223
"NC_058190.1",150000,-0.942894,NA
"NC_058190.1",150001,NA,0.00132185
"NC_058190.1",160000,-0.0596469,NA
"NC_058190.1",160001,NA,0.000678861
"NC_058190.1",170000,-0.801833,NA
"NC_058190.1",170001,NA,0.000539503
"NC_058190.1",180000,0.239929,NA
"NC_058190.1",180001,NA,0.000753931
"NC_058190.1",190000,-0.791024,NA
"NC_058190.1",190001,NA,0.000533841
"NC_058190.1",200000,-0.153799,NA
"NC_058190.1",200001,NA,0.00129271
"NC_058190.1",210000,-0.271013,NA
"NC_058190.1",210001,NA,0.00136989
"NC_058190.1",220000,NA,NA
"NC_058190.1",230000,NA,NA
"NC_058190.1",240000,NA,NA
"NC_058190.1",250000,0.191965,NA
"NC_058190.1",250001,NA,0.00110819
"NC_058190.1",260000,-0.0502046,NA
"NC_058190.1",260001,NA,0.000532263
"NC_058190.1",270000,-0.332808,NA
"NC_058190.1",270001,NA,0.00191099
"NC_058190.1",280000,-0.0325211,NA
"NC_058190.1",280001,NA,0.00180506
"NC_058190.1",290000,0.282618,NA
"NC_058190.1",290001,NA,0.000603697
"NC_058190.1",300000,1.03818,NA
"NC_058190.1",300001,NA,2.92849e-05
"NC_058190.1",310000,-0.137104,NA
"NC_058190.1",310001,NA,0.00100206
"NC_058190.1",320000,-0.882587,NA
"NC_058190.1",320001,NA,0.00024213
"NC_058190.1",330000,-0.60606,NA
"NC_058190.1",330001,NA,1.59619e-05
"NC_058190.1",340000,NA,NA
"NC_058190.1",350000,-0.153968,NA
"NC_058190.1",350001,NA,0.0016439
"NC_058190.1",360000,0.538282,NA
"NC_058190.1",360001,NA,0.00316463
"NC_058190.1",370000,-0.568985,NA
"NC_058190.1",370001,NA,0.000273706
"NC_058190.1",380000,-0.62249,NA
"NC_058190.1",380001,NA,0.000139624
"NC_058190.1",390000,-0.589216,NA
"NC_058190.1",390001,NA,0.000630953
"NC_058190.1",400000,0.496739,NA
"NC_058190.1",400001,NA,0.0002247
"NC_058190.1",410000,0.0547137,NA
"NC_058190.1",410001,NA,0.00105862
"NC_058190.1",420000,0.435867,NA
"NC_058190.1",420001,NA,0.000849855
"NC_058190.1",430000,0.216949,NA
"NC_058190.1",430001,NA,0.00047178
"NC_058190.1",440000,-0.569794,NA
